local_authority,district,constituency,ward ,polling_station,facility,dabengwa_zapu,mugabe_zanu_pf,mukwazhe_zdp,ncube_mdc,tsvangirai_mdc_t,rejected,unaccounted_for,votes_cast,valid_votes
Chivi RDC,Chivi,Chivi South,27,Nyahombe Secondary,School,3,211,1,5,22,5,0,247,242
Chivi RDC,Chivi,Chivi South,27,Tokwe Mukosi Turn Off,Tent,3,295,2,4,28,8,0,340,332
Chivi RDC,Chivi,Chivi South,28,Bhudha Catholic Churh,Tent,2,318,0,7,131,5,0,463,458
Chivi RDC,Chivi,Chivi South,28,Dare Primary,School,15,461,3,15,96,16,0,606,590
Chivi RDC,Chivi,Chivi South,28,Gororo Primary,School,7,499,2,13,78,19,0,618,599
Chivi RDC,Chivi,Chivi South,28,Shongamiti Secondary,School,1,295,2,7,62,7,0,374,367
Chivi RDC,Chivi,Chivi South,29,Dzingirai Primary,School,4,306,1,4,16,5,0,336,331
Chivi RDC,Chivi,Chivi South,29,Simudzirai Primary,School,7,427,1,2,36,14,0,487,473
Chivi RDC,Chivi,Chivi South,29,Tokwe Primary,School,4,303,1,2,43,3,,356,353
Chivi RDC,Chivi,Chivi South,31,Neruvanga Secondary,School,5,278,5,13,110,9,0,420,411
Chivi RDC,Chivi,Chivi South,31,Zunga New Site,School,0,270,1,10,107,12,0,400,388
Chivi RDC,Chivi,Chivi South,31,Zunga Primary,School,5,263,1,6,57,2,0,334,332
Mwenezi RDC,Mwenezi,Chivi South,1,Chesvingo Primary,School,1,99,0,6,37,14,0,157,143
Mwenezi RDC,Mwenezi,Chivi South,1,Chitanga Primary,School,5,300,0,30,78,24,0,437,413
Mwenezi RDC,Mwenezi,Chivi South,1,Lundi High,School,4,208,1,13,141,9,0,376,367
Mwenezi RDC,Mwenezi,Chivi South,1,Masogwe Primary,School,2,186,0,2,57,12,0,259,247
Chivi RDC,Chivi,Chivi South,32,Berejena DDF Camp,Tent,3,195,5,11,90,4,0,308,304
Chivi RDC,Chivi,Chivi South,32,Berejena Primary,School,1,81,1,6,59,1,0,149,148
Chivi RDC,Chivi,Chivi South,32,Charinge Hall Nyika Villag,Hall,9,158,1,8,37,4,0,217,213
Chivi RDC,Chivi,Chivi South,32,Nemauzhe Primary,School,3,135,5,5,71,2,0,221,219
Chivi RDC,Chivi,Chivi South,32,Paradza Primary,School,2,341,2,11,76,5,0,437,432
Gutu RDC,Gutu,Gutu Central,11,Hwingwiri Primary School,School,0,118,0,7,30,3,0,158,155
Gutu RDC,Gutu,Gutu Central,11,Jaravaza Primary Sch,School,3,256,4,6,79,4,0,352,348
Gutu RDC,Gutu,Gutu Central,11,Masunda Primary School,School,11,346,2,38,149,14,0,560,546
Gutu RDC,Gutu,Gutu Central,11,Mudzamiri Primary Sch,School,5,334,1,10,72,5,0,427,422
Gutu RDC,Gutu,Gutu Central,11,Nyamandi Primary Sch,School,11,267,4,16,101,5,0,404,399
Gutu RDC,Gutu,Gutu Central,17,Chimombe Clinic,Clinic,4,222,0,4,71,2,0,303,301
Gutu RDC,Gutu,Gutu Central,17,Gumindoga Primary  Sch,School,2,67,0,1,45,1,0,116,115
Gutu RDC,Gutu,Gutu Central,17,Gumindoga Sec Sch,School,1,111,0,2,76,2,0,192,190
Gutu RDC,Gutu,Gutu Central,17,Zimbizi Primary School,School,0,145,0,10,79,3,0,237,234
Gutu RDC,Gutu,Gutu Central,17,Zimbizi Sec Sch,School,2,143,2,8,53,5,0,213,208
Gutu RDC,Gutu,Gutu Central,19,Ebenazer Primary School,School,3,179,0,11,52,4,0,249,245
Gutu RDC,Gutu,Gutu Central,19,Guzha Primary Sch,School,3,518,1,31,189,17,0,759,742
Gutu RDC,Gutu,Gutu Central,19,Mutero Primary Sch,School,2,112,0,9,123,5,0,251,246
Gutu RDC,Gutu,Gutu Central,19,Mutero Secondary Sch,School,1,112,2,2,95,9,0,221,212
Gutu RDC,Gutu,Gutu Central,21,Dewure Sec Sch,School,0,122,0,12,136,2,0,272,270
Gutu RDC,Gutu,Gutu Central,21,Gonye Primary Sch,School,1,208,2,12,132,6,0,361,355
Gutu RDC,Gutu,Gutu Central,21,Munyaradzi Primary Sch,School,2,374,2,13,80,3,0,474,471
Gutu RDC,Gutu,Gutu Central,21,Shumbairerwa Primary Sch,School,3,148,1,6,43,0,0,201,201
Gutu RDC,Gutu,Gutu Central,22,Domborembavha Sec Sch,School,0,48,0,6,29,0,0,83,83
Gutu RDC,Gutu,Gutu Central,22,Magadzire Primary Sch,School,1,36,0,1,13,0,0,51,51
Gutu RDC,Gutu,Gutu Central,22,Mupata Primary Sch,School,1,238,1,5,89,6,0,340,334
Gutu RDC,Gutu,Gutu Central,22,Ranga Primary School,School,5,156,5,16,117,6,0,305,299
Gutu RDC,Gutu,Gutu Central,22,Simbanegavi Primary Sch,School,1,163,3,6,46,2,0,221,219
Gutu RDC,Gutu,Gutu Central,33,Gutu Chief's Hall,Hall,1,181,1,6,175,3,0,367,364
Gutu RDC,Gutu,Gutu Central,33,Gutu Rural District Counci,Hall,0,234,0,1,173,3,0,411,408
Gutu RDC,Gutu,Gutu Central,33,Gutu United Primary,School,0,12,0,0,24,0,0,36,36
Gutu RDC,Gutu,Gutu Central,33,Mpandawana High (A),School,0,48,0,0,64,0,0,112,112
Gutu RDC,Gutu,Gutu Central,33,Mpandawana High (B),School,1,49,0,1,77,0,0,128,128
Gutu RDC,Gutu,Gutu Central,34,Gutu Rural Hospital,Tent,0,220,0,3,130,6,0,359,353
Gutu RDC,Gutu,Gutu Central,34,Hwiru Primary Sch (A),School,1,287,0,7,222,2,0,519,517
Gutu RDC,Gutu,Gutu Central,34,Hwiru Primary Sch (B),School,0,220,0,4,135,0,0,359,359
Gutu RDC,Gutu,Gutu Central,34,Methodist Church,Church,5,427,0,0,27,1,0,460,459
Gutu RDC,GUTU,Gutu Central,34,Paramount  College (Derry,School,1,198,0,0,25,0,0,224,224
Gutu RDC,Gutu,Gutu Central,34,Sally Mugabe Crench,Hall,0,234,0,2,176,2,0,414,412
Gutu RDC,Gutu,Gutu Central,35,Dewure B/Centre,Tent,0,53,2,5,68,0,0,128,128
Gutu RDC,Gutu,Gutu Central,35,Mabhugu Primary Sch (A),School,1,88,0,2,23,0,0,114,114
Gutu RDC,Gutu,Gutu Central,35,Mabhugu Primary Sch (B),School,0,104,3,3,29,1,0,140,139
Gutu RDC,Gutu,Gutu Central,35,Mushayavanhu Primary,School,2,324,0,7,55,4,0,392,388
Gutu RDC,Gutu,Gutu Central,35,Mushayavanhu Sec School,School,0,237,1,9,87,3,0,337,334
Gutu RDC,Gutu,Gutu Central,37,Chipangane Primary Sch (,School,0,241,0,7,68,6,0,322,316
Gutu RDC,Gutu,Gutu Central,37,Chipangane Primary Sch (,School,4,284,2,7,74,9,0,380,371
Gutu RDC,Gutu,Gutu Central,37,Gutu Central Primary Sch,School,3,252,1,11,156,5,0,428,423
Gutu RDC,Gutu,Gutu Central,37,Gutu High Sch,School,3,169,5,6,115,3,0,301,298
Gutu RDC,Gutu,Gutu Central,38,Chidembo Primary Sch (A),School,2,114,2,11,76,3,0,208,205
Gutu RDC,Gutu,Gutu Central,38,Chidembo Primary School,School,3,78,1,4,83,2,0,171,169
Gutu RDC,Gutu,Gutu Central,38,Chisheche B/C Church ZA,Tent,4,112,1,11,90,1,0,219,218
Gutu RDC,Gutu,Gutu Central,38,Chisheche Cooperative Hal,Tent,1,231,0,1,78,1,0,312,311
Gutu RDC,Gutu,Gutu East,13,Dandavare Primary School,School,1,130,1,7,85,5,0,229,224
Gutu RDC,Gutu,Gutu East,13,Dopota Primary Sch,School,5,293,3,26,122,6,0,455,449
Gutu RDC,Gutu,Gutu East,13,Gomba Primary Sch,School,7,401,3,23,115,7,0,556,549
Gutu RDC,Gutu,Gutu East,13,Gudza Primary Sch,School,10,244,8,31,131,9,0,433,424
Gutu RDC,Gutu,Gutu East,13,Munjera Primary Sch,School,0,71,1,10,65,0,0,147,147
Gutu RDC,Gutu,Gutu East,13,Rineshanga Primary Sch,School,3,156,2,13,107,8,0,289,281
Gutu RDC,Gutu,Gutu East,14,Dabwa B/C (Tent) (Makuvi,Tent,2,126,1,1,43,2,0,175,173
Gutu RDC,Gutu,Gutu East,14,Gudo Primary Sch,School,5,126,3,10,39,3,0,186,183
Gutu RDC,Gutu,Gutu East,14,Mataruse Primary Sch,School,4,127,1,9,72,8,0,221,213
Gutu RDC,Gutu,Gutu East,14,Mataruse  Sec  Sch (Zimun,Tent,7,128,1,7,50,4,,197,193
Gutu RDC,Gutu,Gutu East,15,Chin'ai Primary Sch,School,2,196,2,22,165,17,0,404,387
Gutu RDC,Gutu,Gutu East,15,Makura Primary Sch,School,2,169,2,20,123,8,0,324,316
Gutu RDC,Gutu,Gutu East,15,Matombo Primary Sch,School,7,243,6,24,89,11,0,380,369
Gutu RDC,Gutu,Gutu East,15,Muchekayaora Primary Sc,School,5,266,2,36,174,18,0,501,483
Gutu RDC,Gutu,Gutu East,15,Munyikwa Primary School,School,2,156,2,21,143,11,0,335,324
Gutu RDC,Gutu,Gutu East,15,Musara Primary Sch,School,0,117,1,16,97,5,0,236,231
Gutu RDC,Gutu,Gutu East,15,Mushangwe Primary Sch,School,5,146,0,10,69,8,0,238,230
Gutu RDC,Gutu,Gutu East,15,Ndisengei Primary Sch,School,6,134,1,21,86,7,0,255,248
Gutu RDC,Gutu,Gutu East,15,Soro Primary Sch,School,1,80,0,7,64,3,0,155,152
Gutu RDC,Gutu,Gutu East,16,Chepiri Primary Sch,School,5,264,0,7,67,4,0,347,343
Gutu RDC,Gutu,Gutu East,16,Kubiku Primary Sch,School,6,260,2,13,75,15,0,371,356
Gutu RDC,Gutu,Gutu East,16,Kurai Primary Sch,School,10,306,3,28,98,20,0,465,445
Gutu RDC,Gutu,Gutu East,16,Mutambwi Primary Sch,School,3,237,4,16,106,12,0,378,366
Gutu RDC,Gutu,Gutu East,16,Mutombwa Primary Sch,School,4,190,2,37,114,6,0,353,347
Gutu RDC,Gutu,Gutu East,18,Dewende Primary Sch,School,0,116,0,2,60,2,0,180,178
Gutu RDC,Gutu,Gutu East,18,Masema Primary Sch,School,0,78,1,6,37,1,0,123,122
Gutu RDC,Gutu,Gutu East,18,Nemashakwe Clinic,Tent,2,84,1,2,64,8,0,161,153
Gutu RDC,Gutu,Gutu East,18,Sengai Primary Sch,School,2,113,1,9,40,2,0,167,165
Gutu RDC,Gutu,Gutu East,18,Vhunjere Primary Sch,School,3,199,0,15,68,11,0,296,285
Gutu RDC,Gutu,Gutu East,18,Zinhata Primary School,School,5,273,4,13,107,17,0,419,402
Gutu RDC,Gutu,Gutu East,36,Chimombe 1 Primary Sch,School,4,293,2,7,91,8,0,405,397
Gutu RDC,Gutu,Gutu East,36,Chivasa Primary Sch,School,5,154,1,17,104,10,0,291,281
Gutu RDC,Gutu,Gutu East,36,Makamure Primary Sch,School,2,115,2,12,122,4,0,257,253
Gutu RDC,Gutu,Gutu East,36,Mughodhi Primary Sch,School,6,432,2,24,115,10,0,589,579
Gutu RDC,Gutu,Gutu East,39,Basera RG SubOffice,Office,0,206,0,2,56,0,0,264,264
Gutu RDC,Gutu,Gutu East,39,Batanai Primary Sch,School,0,141,1,5,86,3,0,236,233
Gutu RDC,Gutu,Gutu East,39,Chikonye Village Tent,Tent,1,210,0,8,58,4,0,281,277
Gutu RDC,Gutu,Gutu East,39,Chiwi Village (Tent),Tent,0,107,0,5,49,3,0,164,161
Gutu RDC,Gutu,Gutu North,3,Chitepo Primary Sch,School,2,241,0,1,23,4,0,271,267
Gutu RDC,Gutu,Gutu North,3,Maketa B/Centre,Tent,3,160,0,2,16,2,0,183,181
Gutu RDC,Gutu,Gutu North,3,Mbirikira Primary Sch,School,3,267,3,6,67,9,0,355,346
Gutu RDC,Gutu,Gutu North,3,Mvimvi Primary Sch,School,1,176,0,1,13,0,0,191,191
Gutu RDC,Gutu,Gutu North,3,Tongogara Primary Sch,School,4,365,0,4,50,8,0,431,423
Gutu RDC,Gutu,Gutu North,4,Chikara Primary Sch,School,0,57,1,4,104,1,0,167,166
Gutu RDC,Gutu,Gutu North,4,Dambara Primary Sch,School,0,76,1,1,35,0,0,113,113
Gutu RDC,Gutu,Gutu North,4,Denhere Primary School,School,3,76,1,8,37,0,0,125,125
Gutu RDC,Gutu,Gutu North,4,Mutunduru Primary School,School,0,62,1,3,37,2,0,105,103
Gutu RDC,Gutu,Gutu North,4,Nyazvidzi Sec Sch,School,0,136,0,4,96,4,0,240,236
Gutu RDC,Gutu,Gutu North,8,Chamisa Prmary Sch,School,3,290,1,13,53,7,0,367,360
Gutu RDC,Gutu,Gutu North,8,Gona Primary Sch,School,6,212,2,8,181,15,0,424,409
Gutu RDC,Gutu,Gutu North,8,Guvamatanga Primary Sch,School,1,139,1,9,74,4,0,228,224
Gutu RDC,Gutu,Gutu North,8,Hamandishe Primary Sch,School,4,181,2,8,73,7,0,275,268
Gutu RDC,Gutu,Gutu North,8,Hubvumwe Training Cente,School,8,207,1,4,72,16,0,308,292
Gutu RDC,Gutu,Gutu North,8,Makumbe Primary Sch,School,5,457,1,8,92,13,0,576,563
Gutu RDC,Gutu,Gutu North,8,Maregedze Primary Sch,School,2,166,1,9,112,6,0,296,290
Gutu RDC,Gutu,Gutu North,8,Mukoroverwa Primary Sch,School,5,198,1,17,112,7,0,340,333
Gutu RDC,Gutu,Gutu North,9,Chatikobo Primary Sch,School,1,164,1,5,113,4,0,288,284
Gutu RDC,Gutu,Gutu North,9,Chesvingo Primary Sch,School,2,113,1,6,67,4,0,193,189
Gutu RDC,Gutu,Gutu North,9,Mutanda Primary Sch,School,1,96,0,2,56,3,0,158,155
Gutu RDC,Gutu,Gutu North,9,Rafomoyo Primary Sch,School,1,281,2,29,199,8,0,520,512
Gutu RDC,Gutu,Gutu North,9,Zvavahera Primary Sch,School,2,218,0,12,119,3,0,354,351
Gutu RDC,Gutu,Gutu North,10,Firomumwe Primary Sch,School,5,226,4,28,105,10,0,378,368
Gutu RDC,Gutu,Gutu North,10,Guchacha Primary Sch,School,7,172,2,13,92,1,0,287,286
Gutu RDC,Gutu,Gutu North,10,Machingambi Primary Sch,School,8,381,4,25,205,3,0,626,623
Gutu RDC,Gutu,Gutu North,10,Nharira Primary Sch,School,1,137,0,8,59,3,0,208,205
Gutu RDC,Gutu,Gutu North,10,Zvinavashe Primary Sch,School,2,163,0,4,81,3,,253,250
Gutu RDC,Gutu,Gutu North,12,Chitsa Primary Sch,School,5,261,2,11,205,9,0,493,484
Gutu RDC,Gutu,Gutu North,12,Chokera Primary Sch,School,5,229,2,20,187,6,0,449,443
Gutu RDC,Gutu,Gutu North,12,Machawira Primary Sch,School,3,147,2,20,96,10,0,278,268
Gutu RDC,Gutu,Gutu North,12,Magombedze Primary Sch,School,8,233,6,20,164,18,0,449,431
Gutu RDC,Gutu,Gutu North,12,Mondo Primary Sch,School,5,130,0,7,89,4,0,235,231
Gutu RDC,Gutu,Gutu North,12,Musara Primary Sch,School,3,99,1,11,54,6,0,174,168
Gutu RDC,Gutu,Gutu South,20,Cheshumba Primary Sch,School,3,85,1,4,59,3,0,155,152
Gutu RDC,Gutu,Gutu South,20,Farm No. 80,Tent,0,23,0,1,25,0,0,49,49
Gutu RDC,Gutu,Gutu South,20,Rukwira Dip Tank  (Wabv,Tent,0,48,0,4,39,1,0,92,91
Gutu RDC,Gutu,Gutu South,20,Tirizi Primary Sch,School,0,129,0,3,101,4,0,237,233
Gutu RDC,Gutu,Gutu South,23,Chekure Primary Sch,School,1,84,2,4,77,5,0,173,168
Gutu RDC,Gutu,Gutu South,23,Majada Primary Sch,School,11,240,2,4,83,18,0,358,340
Gutu RDC,Gutu,Gutu South,23,Makweva Primary Sch,School,3,57,0,10,84,3,0,157,154
Gutu RDC,Gutu,Gutu South,23,Marinda Primary Sch,School,7,422,2,23,129,36,0,619,583
Gutu RDC,Gutu,Gutu South,23,Shumba Primary Sch,School,6,261,3,23,70,8,0,371,363
Gutu RDC,Gutu,Gutu South,23,Vumba Primary Sch,School,4,212,2,23,174,27,0,442,415
Gutu RDC,Gutu,Gutu South,24,Bako Primary Sch,School,1,47,0,1,77,5,0,131,126
Gutu RDC,Gutu,Gutu South,24,Chitando Clinic,Clinic,2,95,0,9,65,5,0,176,171
Gutu RDC,Gutu,Gutu South,24,Chitando Primary Sch,School,3,250,2,24,165,8,0,452,444
Gutu RDC,Gutu,Gutu South,24,Manjokonjo Primary Sch,School,1,130,1,3,83,4,0,222,218
Gutu RDC,Gutu,Gutu South,24,Maungwa Sec Sch,School,1,184,0,4,128,11,0,328,317
Gutu RDC,Gutu,Gutu South,24,Mawere Primary Sch,School,6,171,0,1,62,15,0,255,240
Gutu RDC,Gutu,Gutu South,25,Cheninga Primary Sch,School,0,64,0,4,45,5,0,118,113
Gutu RDC,Gutu,Gutu South,25,Cheninga Sec Sch,School,3,125,1,14,93,9,0,245,236
Gutu RDC,Gutu,Gutu South,25,Chihambakwe Primary Sch,School,4,343,3,11,138,8,0,507,499
Gutu RDC,Gutu,Gutu South,25,Kufonya Primary Sch,School,3,148,0,6,81,8,0,246,238
Gutu RDC,Gutu,Gutu South,25,Shenjere Primary Sch,School,2,140,0,10,70,8,0,230,222
Gutu RDC,Gutu,Gutu South,26,Chipumbu B/Centre,Tent,1,353,0,10,98,4,0,466,462
Gutu RDC,Gutu,Gutu South,26,Hunduza Primary Sch,School,2,158,4,14,100,8,0,286,278
Gutu RDC,Gutu,Gutu South,26,Mukaro Pfungidzo Primary,School,4,234,0,9,86,7,0,340,333
Gutu RDC,Gutu,Gutu South,26,St Alberts' Church,Tent,2,185,2,6,57,13,0,265,252
Gutu RDC,Gutu,Gutu South,27,Chitenderano Primary Sch,School,1,176,0,18,212,12,0,419,407
Gutu RDC,Gutu,Gutu South,27,Gono Primary Sch,School,2,87,0,11,82,7,0,189,182
Gutu RDC,Gutu,Gutu South,27,Guni Primary Sch,School,6,130,2,28,208,7,0,381,374
Gutu RDC,Gutu,Gutu South,27,Makore Primary School,School,2,179,1,3,115,9,0,309,300
Gutu RDC,Gutu,Gutu South,27,Mazare B/Centre,Tent,4,175,1,7,104,4,0,295,291
Gutu RDC,Gutu,Gutu South,28,Chimedza Primary Sch,School,5,230,1,8,71,4,0,319,315
Gutu RDC,Gutu,Gutu South,28,Chimedza Secondary Sch,School,0,169,0,3,75,2,0,249,247
Gutu RDC,Gutu,Gutu South,28,Makonde Primary Sch,School,4,280,2,15,94,5,0,400,395
Gutu RDC,Gutu,Gutu South,28,Mutendeure Primary Sch,School,0,209,5,19,136,8,0,377,369
Gutu RDC,Gutu,Gutu South,30,Gorondondo Primary Sch,School,0,115,1,7,71,5,0,199,194
Gutu RDC,Gutu,Gutu South,30,Nerupiri Primary Sch,School,3,275,0,7,115,12,0,412,400
Gutu RDC,Gutu,Gutu South,30,Nerupiri Secondary School,School,8,221,2,10,105,7,0,353,346
Gutu RDC,Gutu,Gutu South,30,Rupiri Primary Sch,School,0,145,1,4,75,2,0,227,225
Gutu RDC,Gutu,Gutu South,30,Sharaude Primary School,School,2,140,2,3,92,6,0,245,239
Gutu RDC,Gutu,Gutu South,40,Mhike Village Tent,Tent,0,91,1,3,101,6,0,202,196
Gutu RDC,Gutu,Gutu South,40,Munjanganga Sec Sch,School,2,267,1,16,107,26,0,419,393
Gutu RDC,Gutu,Gutu South,40,Munjanganja Primary Sch,School,1,129,1,10,82,6,0,229,223
Gutu RDC,Gutu,Gutu South,40,Mutambara Primary Sch,School,6,241,1,8,73,4,0,333,329
Gutu RDC,Gutu,Gutu West,1,Chikwiza Primary Sch,School,2,475,0,4,12,0,0,493,493
Gutu RDC,Gutu,Gutu West,1,Chipesa Primary Sch,School,3,423,0,3,21,6,0,456,450
Gutu RDC,Gutu,Gutu West,1,Chipisa Primary Sch,School,2,287,0,1,16,3,0,309,306
Gutu RDC,Gutu,Gutu West,1,Chivake Primary Sch,School,3,727,0,1,25,4,0,760,756
Gutu RDC,Gutu,Gutu West,1,Kaguvi Primary Sch,School,0,269,0,2,9,1,0,281,280
Gutu RDC,Gutu,Gutu West,1,Makomborero Primary Sch,School,2,352,0,2,35,4,0,395,391
Gutu RDC,Gutu,Gutu West,1,Rusununguko Primary Sch,School,0,347,0,0,11,1,0,359,358
Gutu RDC,Gutu,Gutu West,1,Taigara Primary Sch,School,2,294,0,0,24,5,0,325,320
Gutu RDC,Gutu,Gutu West,1,Tashinga Primary Sch,School,3,316,0,0,5,6,0,330,324
Gutu RDC,Gutu,Gutu West,1,Zoma Primary Sch (Shashe,School,0,272,1,0,15,1,0,289,288
Gutu RDC,Gutu,Gutu West,2,Chiguhune Primary Sch,School,2,274,3,19,136,6,0,440,434
Gutu RDC,Gutu,Gutu West,2,Chiguhune Secondary Sch,School,3,261,1,4,68,10,0,347,337
Gutu RDC,Gutu,Gutu West,2,Gwiranenzara Primary Sch,School,5,198,1,10,61,6,0,281,275
Gutu RDC,Gutu,Gutu West,5,Chikwerengwe Primary Sc,School,0,109,1,6,92,6,0,214,208
Gutu RDC,Gutu,Gutu West,5,Matizha Primary Sch,School,4,202,2,12,127,9,0,356,347
Gutu RDC,Gutu,Gutu West,5,Mushaike Primary Sch,School,2,63,2,13,107,1,0,188,187
Gutu RDC,Gutu,Gutu West,5,Mushipe Primary Sch,School,2,269,0,6,92,12,0,381,369
Gutu RDC,Gutu,Gutu West,5,Rupati Primary Sch,School,2,114,0,4,63,3,0,186,183
Gutu RDC,Gutu,Gutu West,6,Chikosha Primary Sch,School,4,241,1,14,95,1,0,356,355
Gutu RDC,Gutu,Gutu West,6,Chiriga Primary Sch,School,5,169,1,41,189,38,0,443,405
Gutu RDC,Gutu,Gutu West,6,Kanongovere Primary Sch,School,2,152,0,4,121,6,0,285,279
Gutu RDC,Gutu,Gutu West,6,Mukwasha Primary Sch,School,0,87,0,5,60,2,0,154,152
Gutu RDC,Gutu,Gutu West,6,Zengeya Primary Sch,School,2,139,1,13,47,3,0,205,202
Gutu RDC,Gutu,Gutu West,7,Mbamba Primary Sch,School,4,575,0,2,29,3,0,613,610
Gutu RDC,Gutu,Gutu West,7,Tariro Primary Sch,School,1,245,0,0,4,2,0,252,250
Gutu RDC,Gutu,Gutu West,7,Tatoravhu Primary Sch,School,8,504,0,3,19,4,0,538,534
Gutu RDC,Gutu,Gutu West,7,Tungamirai Sec Sch,School,3,536,0,2,38,26,0,605,579
Gutu RDC,Gutu,Gutu West,7,Zvivingwi Primary Sch,School,0,226,0,1,6,5,0,238,233
Gutu RDC,Gutu,Gutu West,29,Chavarove Primary Sch,School,1,245,0,1,19,1,0,267,266
Gutu RDC,Gutu,Gutu West,29,Gondwi Primary Sch,School,2,376,0,2,26,2,0,408,406
Gutu RDC,Gutu,Gutu West,29,Mukaro Mision Primary Sc,School,1,105,0,2,30,4,0,142,138
Gutu RDC,Gutu,Gutu West,29,Mukaro Mission Sec Sch,School,3,94,1,0,36,3,0,137,134
Gutu RDC,Gutu,Gutu West,29,Mushaviri Primary Sch,School,5,324,1,17,103,16,0,466,450
Gutu RDC,Gutu,Gutu West,29,St Mary Ebenezer Primary,School,0,107,1,3,18,2,0,131,129
Gutu RDC,Gutu,Gutu West,31,Chagwiza Primary Sch,School,4,169,2,32,134,11,0,352,341
Gutu RDC,Gutu,Gutu West,31,Mukoko Primary Sch,School,0,134,0,12,124,0,0,270,270
Gutu RDC,Gutu,Gutu West,31,Mukundi Primary Sch,School,3,138,1,12,119,8,0,281,273
Gutu RDC,Gutu,Gutu West,31,Ndawi Primary Sch,School,7,253,0,15,128,5,0,408,403
Gutu RDC,Gutu,Gutu West,32,Badza Primary Sch (Badza,School,3,234,0,2,15,5,0,259,254
Gutu RDC,Gutu,Gutu West,32,Chadomunhu Primary Sch,School,2,181,0,3,35,4,0,225,221
Gutu RDC,Gutu,Gutu West,32,Chatsworth RG Sub Office,Office,1,496,0,5,131,5,0,638,633
Gutu RDC,Gutu,Gutu West,32,Felixburg B/C,Tent,1,287,0,0,11,5,0,304,299
Gutu RDC,Gutu,Gutu West,32,Ingogo Farm house,Tent,0,64,1,0,8,3,0,76,73
Gutu RDC,Gutu,Gutu West,32,Northdale Farm House,Main House,2,153,0,0,10,2,0,167,165
Gutu RDC,Gutu,Gutu West,32,Nyashenje Primary Sch,School,3,447,0,2,26,2,0,480,478
Gutu RDC,Gutu,Gutu West,32,Rufaro Primary Sch,School,1,160,0,0,17,4,0,182,178
Gutu RDC,Gutu,Gutu West,32,Thornihill Primary Sch,School,5,351,1,2,34,3,0,396,393
Gutu RDC,Gutu,Gutu West,41,Masvingise Primary Sh,School,4,164,1,13,121,7,0,310,303
Gutu RDC,Gutu,Gutu West,41,Mundondo Primary Sch,School,3,85,0,2,43,7,0,140,133
Gutu RDC,Gutu,Gutu West,41,Mutema Primary Sch,School,3,271,1,9,165,17,0,466,449
Masvingo Municipality,Masvingo,Masvingo Urban,1,Chiefs Hall,Hall,1,188,0,5,152,6,0,352,346
Masvingo Municipality,Masvingo,Masvingo Urban,1,Don Bosco Primary School,School,1,110,0,6,134,8,0,259,251
Masvingo Municipality,Masvingo,Masvingo Urban,1,Don Bosco Primary School,School,0,102,0,7,178,1,0,288,287
Masvingo Municipality,Masvingo,Masvingo Urban,1,Kubatana Pre-School,School,1,182,0,3,185,9,0,380,371
Masvingo Municipality,Masvingo,Masvingo Urban,1,Roger Howman Training C,T/centre,0,209,1,1,105,7,0,323,316
Masvingo Municipality,Masvingo,Masvingo Urban,2,Chikato Primary School,School,0,179,0,3,150,5,0,337,332
Masvingo Municipality,Masvingo,Masvingo Urban,2,Dikwindi Primary School,School,0,182,0,4,180,1,0,367,366
Masvingo Municipality,Masvingo,Masvingo Urban,2,Mucheke Hall,Hall,3,248,0,13,185,7,0,456,449
Masvingo Municipality,Masvingo,Masvingo Urban,2,Mucheke High School (A),School,1,152,0,5,246,5,0,409,404
Masvingo Municipality,Masvingo,Masvingo Urban,2,Mucheke High School (B),School,0,117,0,3,191,5,0,316,311
Masvingo Municipality,Masvingo,Masvingo Urban,3,Chesvingo Business Centre,tent,0,195,0,12,305,7,0,519,512
Masvingo Municipality,Masvingo,Masvingo Urban,3,Francis Aphiri School ( no,School,2,273,0,2,408,5,0,690,685
Masvingo Municipality,Masvingo,Masvingo Urban,3,Runyararo West Business,tent,1,274,1,8,306,7,0,597,590
Masvingo Municipality,Masvingo,Masvingo Urban,3,Victoria Ranch Offices,Tent,0,178,0,2,196,7,0,383,376
Masvingo Municipality,Masvingo,Masvingo Urban,3,ZAOGA Church,church,1,141,0,4,254,6,0,406,400
Masvingo Municipality,Masvingo,Masvingo Urban,4,Runyararo Primary School,School,2,281,0,5,353,7,0,648,641
Masvingo Municipality,Masvingo,Masvingo Urban,4,Runyararo Primary School,School,2,256,0,15,347,2,0,622,620
Masvingo Municipality,Masvingo,Masvingo Urban,4,Runyararo Primary School,School,0,302,0,7,488,0,0,797,797
Masvingo Municipality,Masvingo,Masvingo Urban,4,Tongogara Pre-School,School,3,239,0,8,408,10,0,668,658
Masvingo Municipality,Masvingo,Masvingo Urban,5,Building Brigade Offices,offices,0,192,0,3,270,3,0,468,465
Masvingo Municipality,Masvingo,Masvingo Urban,5,Chesvingo Pre-School,School,0,246,0,12,379,13,0,650,637
Masvingo Municipality,Masvingo,Masvingo Urban,5,DDF Training Camp,T/centre,4,151,2,2,248,6,0,413,407
Masvingo Municipality,Masvingo,Masvingo Urban,5,Ndarama Secondary Schoo,School,0,133,0,1,178,4,0,316,312
Masvingo Municipality,Masvingo,Masvingo Urban,5,Ndarama Secondary Schoo,School,0,77,0,1,137,1,0,216,215
